,content
270,期待 4 / 5 號能 在 官網 見 到 SE 已經 好久 沒 更新 了 每年 都 有 謠言會 推出 這次 看來 是 比 較 像 真的
271,趕快 出 等 很 久 了 價格 399 美金 真的 很不錯 三種 都 是 基本 顏色 都 很 耐看
272,有 PRODUCT 的 紅色 我 覺得 很棒 通常 會 搭配 公益
273,新 iPhoe 將會 有 三款 顏色 白色 、 黑色 和 PRODUCT 紅色 看 實際 買 新 買 新 的 人 比 較 多
274,期待 399USD 的 IPHONE 已經 很久 了網 站上 消息 也 看過 不少 了 趕快 上市 吧
275,還是 最 喜歡 白色 的 簡單 大方 高雅 購買 iphoe 的 唯一 選擇 色系
276,要是 有 黃 或 紫 配色 就 更 棒 了 不 知道 紅色 好不好 看
277,iPhoe9 最好 比照 iPhoe11 推出 多種 討喜 色彩 機身 可 刺激 銷量
278,iphoe 這幾年 都 沒 有 什麼 新 的 出來 不是 換顏色 就是 +- 鏡頭 賈伯斯離 開得 太早 想念 賈伯斯 的 iphoe
279,iPhoe5G 追 追 追 看來 會 如期 發表 XD
280,明年 iPhoe5G 推出 來 也 不用 急著 出手 買
281,怎樣 都 會 趕上 歐美 年底 的 消費 旺季 的 XDD
282,必較 期待 iPhoe9 甚麼 時候 上市 到底 何時 發布 哪天 可以 購賣 呢
283,比價王 贈品 真的 很棒 請 繼續 下去 吧
284,兌換 的 小物 真的 都 很 實用 比價王 真的 很 佛心 我 就 再 等 下過 月薪 兌換品 每次 都 錯過 兌換 時機 這 次要 好好 注意
285,我 也 很 喜歡 比價王 的 贈品 可是 有 時候 喜歡 的 都 被換 走
286,感謝樓 主開箱 分享 比價王 真的 很棒 ep 兌換 的 小物 都 很 實用 想不到 用 Type - C 轉 USB 母 的 轉接頭 就 可以 享受 快充 了
287,比價 王好 的 贈品 每次 都 快 就 被 換光 了 真是 可惜
288,感謝 分享 感覺 這次 iPhoe 很多 顏色 都 很 特別
289,感謝 開箱 分享 介紹 比價王 真的 很 佛心 我 之前 也 在 這邊 換過 一些 贈品 感謝 比價王
290,想要 兌換 到 自己 要 的 贈品 真的 是 要 手腳 很快 啊 恭喜 啦
291,還 有人 送東西 還真好 不過 自己 換的 成就感 也 不錯
292,謝謝 開箱 分享 iPhoe11 紫色 相當 漂亮 呢
293,想 看看 hata 桑 的 自 製 背 貼 耶 之前 都 只 看過 soy 系列 的 想 看看 iphoe 的
294,Hata 桑 真的 很 認真 又 努力 發文能 換得 好 東西 是 時 實至名 歸 啊 而且 每次 都 好文
295,恭喜 你 能 拿到 想要 的 比價王 兌換 贈品 順便 再 說 一次 凱特 叔叔 真的 是 好人 啊
296,還 有人 送東西 還真好 不過 自己 換的 成就感 也 不錯
297,恭喜 大大 這時 侯 入手 紫色 的 iPhoe11 還兌 換了 不錯 比價王 的 實用 商品 一起 開箱 分享
298,恭喜 樓祝 大大 入手 iPhoe11 還有 兌換 的 配件 商品 開箱 分享
299,恭喜 入手 好機 11 的 紫色 真的 也 很 好看 男女 都 適合
300,這款 淡紫色 還滿 好看 的 而且 有 比價王 贈品 可以 拿來 搭配 真是太 剛好 了
301,謝謝 分享 如此 不錯 的 開箱 文 也 謝謝 平台 大方 的 提供
302,謝謝 開箱 分享 iPhoe11 淺 紫色 相當 漂亮 呢 比價 網能 換到 充電線 也 省 了 不少 錢
303,EP 贈品 正好 用上 新機 是 最 棒 的 選擇
304,不 知道 樓主買 的 規格 但剛 剛查 一下 價格 999 三十 個 月 iPhoe11 零元 還蠻 划算 的 耶
305,渲染 圖看 起來 前 螢幕 的 瀏海變 小 了 希望 是 真的
306,四鏡頭 恩感覺 這 配置 會 比三鏡頭 好看 點
307,就是 喜愛 iOS 期待 下半年 的 iPhoe12
308,iPhoe12Po 變成 四筒 啦 XDD 但 效能 可以 加上 多少 真的 值得 期待
309,4 鏡頭 的 造型 比較 好看 下半年 的 消息 會越 來 越 多 的
310,想不到 iphoe 也 要 開始 使用 6400 萬畫素 的 鏡頭 了 很 期待 成像 如何
311,沒 想到 現在 就 開始 有 新 的 謠言 了 真的 相當 的 期待
312,iPhoe12Po 規格 看 起來 5G 值得 期待 看看
313,iPhoe12Po 外形 搭配 6400 萬畫素 四鏡頭 以 拍出 景深 效果 更明顯 的 照片
314,看久 了 覺得 四鏡頭 的 造型 還不錯 看
315,這個 很 好
316,這個 社會 有 愛
317,消費 還能 幫助 世界 很棒 而且 Apple 的 紅色 調得 很棒 不會 太俗 艷
318,APPLE 的 對 抗 HIV 病毒 / 愛滋病 的 計畫 算是 公益 企業 的 代表
319,很不錯 的 公益 活動 但 不應 該 要 限定 紅色 才能 做 公益
320,蘋果 這個 紅色 很 美耶做 公益 是 好事 該 推一個
321,很不錯 的 公益 活動 至少 讓 人 有 做 愛心 的 感覺
322,感覺 以 APPLE 的 使用者 狀態 100 萬 美元 很快 就 會 達 到 了
323,做 公益 憶起 為 大家 加油 前 幾年 也 有 捐款 賑災 花蓮 地震
324,消費邊 做 公益 一定 是 好事 但 希望 成本 不要 ˋ 轉嫁 消費者 因為 蘋果 太會 賺 錢 了 不用 消費者 消費 一定 也 可以 捐出 這麼 多 錢 當然 是 鼓勵 大家 共 襄盛舉 囉 多多 做 公益 吧
325,他們 的 紅色 真的 不錯 看 同時 也 能 捐到 一點 錢 挺 不錯 的
326,很 好 的 公益 活動 可以 對 抗愛滋對 下一代 也好 阿
327,配合 公益 做 消費 感覺 消費時 也 為 社會 盡 一份 力
328,很多 商業 活動 都 有 預設 做 公益 的 基金 比例 Apple 的 慈善 形象 也 很 到位
329,這是 好事 提升 品牌形象 又 能 做 公益 幫 助人
330,消費 做 公益 是 很棒 的 活動 但 感覺 好像 大部份 的 利益 還是 apple 拿走 因為 apple 利潤 多 但 捐出 的 少
331,Apple 算是 滿 有心 的 啦 所以 大家 多多 買 Apple 產品 還能 順便 做 公益
332,做 公益 是 不錯 只是 有 侷 限顏色 等 規則 每個 產品 都 有 不是 更好 更 有 誠意
333,紅色 的 iphoe 好看 又 可以 幫助 抵抗 愛滋一舉 兩得
334,Apple 還不錯 實質 的 消費 也 可以 做 公益 這是 不錯 的 方式
335,消費 還能 同時 做 公益 這樣 的 作法 很 好
336,說 到 這個 就 會 覺得 apple 也 是 很 有 愛心 對 社會 公益 也 有 盡 一份 心力
337,購買 Apple 的 產品 Apple 就 會 捐款 很棒 的 活動
338,消費時 也 能 做 公益 這 真的 很棒 也 使得 這種 公益 更 容易 到 達 需要 的 地方
339,配合 公益 做 消費 感覺 消費時 也 為 社會 盡 一份 力
340,實在 厲害 相信 ApplePay 的 100 萬 美元 應該 也 是 很快 可以 達標
341,用 ApplePay 付款 順便 做 公益 這樣 的 方式 很不錯
342,Apple 推出 的 公益 活動用 ApplePay 付款 也 能 用以 對 抗愛滋病
343,紅 通通 的 超 好看 明年 再 買 紅色 的 iPhoe12
344,能夠 賺 大 錢 又 不 忘 積極 做 公益 的 企業 真是 不多 蘋果 這舉動 真的 很暖心
345,賺 得 多 做 公益 也 不 手軟 這樣 買 蘋果 產品 也 值 了
346,滿好 的 活動 消費者 在 消費時 也 能 做 公益 蘋果 要 持續 做 下去 啊
347,只要 是 對 地球 有益 的 都 該 值得 推廣
348,這幾年 大家 都 逐漸 的 把 在 中國 的 廠 房移 到 他國 了 這也 是 趨勢 啊 畢竟 中國 的 人工 越來 越貴 從 節省 成本 來 說 移到 他 國勢 在 必行
349,哈哈 還是 哪一天 也 來 台灣 生產 增加 工作 機會
350,Apple 轉移 生產 基地 也 合理 在 印度 也 是 台商 代工 生產
351,Mous 這牌 第一次 聽到 質感 真的 很 好查 一下 也 沒多貴 有 機會 也 買 來 試試
352,AioShock 專利氣 袋式 彈簧 結構 可以 緩衝 吸震 所以 保護 效果 很棒
353,斜角 設計 看 起來 好像 還不錯 而且 木紋 的 看 起來 很 有 質感
354,雖然 厚 上 不少 但 相信 防護 效果 會 很棒 的 不僅 質感 很 好 內部放 SIM卡 的 地方 也 設計 得 很 有 巧思
355,質感 看 起來 很 不錯 而且 皮質 外觀 加軍規防 摔 這組合 很 吸引 人
356,好像 滿不錯 的 而且 外型 也 好看 之前 還 真的 不 知道 Mous 這 牌子
357,感謝 分享 設計 都 蠻 不錯 的 不過 價格 也 驚人 啊
358,看起 來 很 有質 感不過 價格 也 很 有感 覺
359,這個 SIM卡 及 退卡針 凹槽 的 設計 很 不錯 出國換 網卡 很 方便
360,看來 很厚實 的 軍規外 殼 SIM卡 和 退片 針卡槽 的 設計 更是 貼心
361,在 實體 店 有 看過 這種 風格 的 看 起來 真的 不錯
362,讚 哦
363,這才 是 好看 的 手機
364,期待 一下 不過 真的 蠻習慣 瀏海 螢幕屏 佔 比高 只是 最近 口罩 一直 戴著 就 很 懷念 指紋 辨識
365,感覺 好 簡約 喔 可是 太 沒 有 特殊性 跟華維比 整個 落掉 很多 iphoe 加油 啦
366,國外 的 公司 都 很 信任 員工 也 視為 是 重要 的 資產 非常 值得 參考
367,看來 蘋果 是 很 不錯 的 公司 還會 在意 員工 的 健康 安全
368,這全 螢幕 外形 真正 好看 希望 iphoe12 能 加上 潛望式 高倍 數光 學變 焦鏡頭
369,真的 好 期待 呀 安卓 都 已 經有 想必 也 會 跟 進 只是 要 如何 展現 就 有趣 翻轉 上下 伸縮 都 登記 有案
370,全 螢幕 的 iPhoe 外型 感覺 好看 多 了 期待 發表
371,這個 外型 應該 果粉 都 會 喜歡 只是 網路 iPhoe12 的 傳聞 又 有 4 鏡頭 、 全面 屏 、 用 i ４ 的 造型 真的 只有 時間 可以 證實
372,當 各家 手機 正面 都 長 的 幾乎 一樣 APPLE 效能 領先 的 優勢 就 更 明顯 了
373,很 期待 新產品 的 到 來 希望 能 令人 驚 豔
374,全 螢幕 又 要 防水 的 話 挑戰性 真的 很 高
375,iPhoe12 總算 有 全 螢幕 了 阿好 期待 阿
376,全 螢幕 手機 看 起來 真的 很漂亮 只是 如果 以後市場 都 是 全 螢幕 不 就 難 分辨 品牌 了 … 呵呵
377,psMagic 花生 我們 發現 新大陸 了 XDD 我 看 在 看看 吧 以 蘋果 最 自豪 的 臉部 辨識 我 看 還早 升降式 鏡頭 目前 做 不到 防水 能 做到 就 有 可能 螢幕 下隱 藏式 鏡頭 技術 要 突破 目前 很難
378,iPhoe12 全 螢幕 真是 好看 再 改 一下 鏡頭 位置 會 更好
379,很 期待 全 螢幕 外形 變成 這樣 真正 完美 吧
380,全 螢幕 真是 不錯 看樣子 iPhoe12 買氣 應會 大 爆發 吧
381,看來 iphoe 終於要 捨 棄大 瀏海 追上 Adoid 全 螢幕 的 腳步 了 果粉 應該 期待 很久 吧
382,唉 唉 全面 屏說 好久 了 反正 也 是 一直 希望 落空 有 夢 最美 拉
383,期待 這 外型 的 出現 不過 已經 看 這種 渲染 圖 好久 了
384,現在 不管 是 水滴 屏還 是 挖 孔屏 甚至 是 最 棒 的 全面 屏
385,期待 １ ２ 推出 的 時候 可以 讓 我們 有 耳目一新 的 感覺
386,Apple 的 客群 很 固定 不管 多醜 還是 多 好看 買 的 就是 那些 人
387,iphoe 真是 好 棒棒 還要 花 4 - 5 萬幫 蘋果 測試 錯誤 信仰 無價 啊 這才 是 所謂 的 othes 事到如今 還在 講再 怎樣 也 比 ANDROID 好 至於 好 在 哪裡 也 講不出 個 所以然 這 如果 不是 信仰 那什麼 才 是 信仰
388,很 期待 蘋果 大 改造 後 的 IOS14 還蠻 想 買 iPhoe 的
389,就 不要 大 改造 的 14 也 一堆 小毛病 就 好 各個 系統 整合 起來 一定 會 比現 在 競爭 對 手 更 有 競爭力
390,期待 便宜 的 A13 處 理器 敬老 機 就是 這台 拉
391,iPhoe9 總算要 來 了 等 了 好久 喔 好 期待
392,比華為 P40 系列 更 令人 期待
393,很 好 呀 推出 的 時間 還蠻 快 的 自己 偏好 小手 機趕 快出 如價格 如 預期 一樣 買 了
394,如果 真如 傳言 價格 在 12K 到 14K 的 話 立馬 買 一台 取代 目前 車上 手套 箱內 的 ipodtouchipodtouch 只是 用來 放音 樂用 只是 每次 都 要 開 WIFI 分享 給它 才能 用 有點 麻煩
395,等 好久 的 iPhoe9 啊終 於 快 上市 啦 期待 中
396,齁 齁 齁 看來 小愛瘋 應該 很快 就 會 面市 了
397,好 期待 的 iPhoese2 哈哈哈哈
398,自從 2016 年 推出 SE 後 每 一年 都 說 有 SE2 聽 了 3 年 早就 已經 狼 來 了 今年 蘋果 減價 後 全球 賣 瘋 只要 是 新 蘋果 手機 而且 買家 買 得 起 跟 型號 沒什麼關 係
399,SE2 真的 傳聞 很 久 了 期待 明年 實際能 看到
400,希望 有平 價點 的 愛瘋 可以 用 明年 期待 一下
401,早買 一定 是 早 享受 不然 新產品 永遠 追 不 完 啊 ～
402,增加 記憶體 的 容量 明年 漲價 的 好 理由
403,期待 iPhoeSE2 的 規格 和 價格 應該 會 有 不錯 的 驚喜 吧
404,看來 明年 的 Iphoe 滿 讓 人 期待 的 阿 主要 是 還有 SE
405,期待 iPhoeSE2 推出 我 的 iphoe7 就 可以 退役 了
406,iPhoeSE2 明年初 就 會 上市 了 不錯 喔
407,大 螢幕手 機用 久 了 真的 會 很 想 轉換 心情 想換個 iphoe 小手 機來 用 用 但 不知 SE2 會有 什麼 好 用 功能
408,想不到 iPhoe12 也 朝大 記憶體 邁進 了 看來 效能 越強 還是 要 有 強勁 的 記憶體 搭配 啊 至於 SE2 如果 價格 不錯 應該 會 賣 的 很 好 沒 意外 的 話
409,真的 相當 的 期待 SE2 的 現身 畢竟 已經 傳聞 相當 的 久 了
410,期待 明年 2 月 SE2 的 推出 個 人覺 得 小 螢幕 好 操控 好 攜帶
411,而且 上網 買 更 方便
412,新 iphoe 的 新聞 最 常看到 的 就是 在 說 他 會延 後 上市 或產能 足 如期 上市 還蠻 有趣 的
413,感謝 分享 不會 變黃 這一點 真的 很不錯
414,真的 謝謝 分享 質感 真的 很不錯 大家 可以 考慮 一下
415,運氣 不錯 在 比價 王換 到 Moxbii 即空 保護套 從 年初 用到 現在 真的 很耐 摔且 不變 黃 不是 蓋 的 怕 黃 的 可以 考慮
416,謝謝 分享 質感 看 起來 很 不錯 可以 考慮 一下
417,很不錯 的 配件 下次 要 買 時 我會 考慮 買 這款 的
418,彩繪 背蓋 好 棒 只是 會 增加 厚度 左上角 不 做 應該 是 怕 太細怕 裂開 第一章 彩色 金魚 很棒
419,圖案 很漂亮 哦
420,Moxbii 保護力 強重點 又 超級 抗黃 這就 很 值得 購買 囉 稍 貴 一點 也 值得 啊
421,這比價 王有 兌換 喔 可是 都 是 蘋果 系列 的 下次 有 機會來 考慮 這家
422,感謝 分享 感覺 滿不錯 的 而且 有 出給 好多 型號 跟 品牌 的 手機 可惜 的 是 極空 戰甲 沒有給 很多 型號
423,看起 來 質感 很 不 錯能 抗變 黃 真的 很 重要 一般 的 材質 都 一下 就 變 黃 了
424,太棒了 iPhoeXR 入手 最佳 時機
425,想 買 上 一代 或 上 上 一代 的 朋友 可以 出手 了 真的 划算
426,好 吸引 人 的 價格 哦
427,清庫 存降價 策略 行之有年 也 只有 果迷 才 會 去 追要 划算 買法 還是 一 隻 安卓手 機配 蘋果 ipad
428,有 在 等 iPhoe8 系列 降價 的 果粉 有福 了 這是 等 這一波 快 入手 吧
429,如果 不在意 少一顆 鏡頭 這個 價錢 很 甜蜜
430,iPhoe8 大 砍價 兵家 必爭 果粉 錢包
431,看來 iphoe12 出來 價格 應該 會 更 優 唷
432,4290 這是 信仰 的 價格 阿門 不 對 阿婆
433,獨立 相機 快門 按鍵 能 快速 啟動 相機 拍 攝 功能 彌補 厚重 的 外型
434,iPhoe11 系列 的 電池護 真的 是 有 很多 選擇 啊 果粉 真 好
435,很 像 懷孕 還是 駱駝 哈哈哈 唯一 優點 有 電量 要好看 還是 買 有 獨立 快門 的 手機 相機 殼 吧 認識 的 好多 女生 絕對 不會 想 裝覺 得 變廉價 了 哈哈哈
436,方便 直接 拿取 一體 成形 主要 是 專屬 配件 上 提供 功能性
437,有 了 獨立 相機 快門 按鍵 這樣子 方便 許多 啦 比 較 好 拍照
438,有 一個 快門鍵 還不錯 只是 充電殼 都 好 厚重 還是 會 比 較 喜歡 帶 一個 行動 電源
439,這 功能 真的 太棒了 只要 能夠 在外 掛一個 手機 防掉 孔 就 完美 了
440,蠻特別 的 手機 外殼 設計 居然 也 獨立 的 快門鍵 這樣 很 方便 拍照 取景
441,新款 聰穎 電池 護殼裝 了 這整 個 質感 都 變差 了 但 這對 常用 手機 及常 拍照 的 人 也 是 個 不錯 的 選擇 真是 有 一好 無 兩好 啊
442,愛 拍照 的 人 使用 應該 還蠻 有用 的 或是 出去 旅行 時 使用 應該 也 不錯
443,這 外型 好 厚重 啊 而且 我覺 得 蠻醜 的
444,賣 的 好 的 手機 真 好比 較 有 機會 推出 一些 有趣 的 周邊
445,蘋果 推出 的 手機 保護 系列 價錢 真的 都 不 便宜 但 好像 增加 了 相機 的 功能 鍵 真的 蠻 方便 的
446,目前 看來 各大 品牌 都 受到 很大 的 影響 iphoe 相對 來 說 或許 還算 好 的
447,iPhoeXR 真的 超熱賣 的 現 在 買 價格 也 很 甜蜜 可惜 疫情 影響 真心 希望 疫苗 趕快 出來 讓 一切 回歸 正常 啊
448,看來 是 真的 有 影響 到 蘋果 的 發售 果粉 可以 好好 以有 更 多 時間 存錢 準備 了
449,應該 還好 吧 反正 還有 9 頂著 但 真的 滿 期待 Iphoe12 感覺 很 好看 阿
450,新冠狀 病毒 還 真是 嚴 重影 響 的 範圍還 真是 大延後與否 希望 能 儘 快 控制 住 讓 生活型 態回 歸 正常 也 期待 蘋果 新品 上市
451,applei11 這次 真的 很 超值 無怪 消費者 會 埋單
452,這次 的 iPhoe11 系列 感覺 蠻 不錯 的 也 賣 的 很 好
453,apple11 真的 很 讚 的 感 覺 google 控 的 我 都 想 買 了
454,這次 的 蘋果 新款 手機 很多 功能 真的 都 進步 很多 光是 拍照 功能 就 很 厲害 也 難怪 在 大陸 銷售 不錯
455,買蘋 果真 的 很 好玩 我 同事 長 輩型 的 不太會 用 智慧型 也 買 啊 只 因為 店家 比 附近 通路 上 便宜 1000 就 買 了然 後 常常 問怎用
456,Iphoe11 的 魅力 無法 擋 在 中國 也 能 賣 出 好 成績 真的 很 厲害
457,iPhoe11 系列 的 銷售量還 真是 成功 期待 2020 的 iPhoeSE2
458,iphoe 應該 在 每 一個 國家 都 賣 的 很 好 尤其 是 這次 有 多鏡頭
459,全世界 都 賣 的 很 好
460,看來 真的 沒辦法 抵抗 蘋果 的 魅力 阿 但 蘋 果真 的 是 全球 都 喜歡 阿
